q_id,contents,category
1525,"問 中庸曰: “夫婦之愚, 可以與知焉, 及其至也, 雖聖人亦有所不知焉, 夫婦之不肖, 可以能行焉, 及其至也, 雖聖人亦有所不能焉.” 聖人亦有所不知不能歟? 聖人而不知不能, 則知之能之者.果誰歟?",疑
1526,請慶多馬.,義
1527,"封植此樹, 以無忘角弓.",賦
1528,"作中和樂, 職宣布詩, 依鹿鳴之聲, 習而歌之, 押聲.",詩
1529,"問 中庸曰: “喜怒哀樂未發之謂中, 發而皆中節謂之和.” 夫常人亦有喜怒哀樂未發之時, 則於未發之時, 當有中之氣像歟! 若有未發之中, 則宜有已發之和, 而常人之能發而中節者, 絶少何歟? 願聞其說.",疑
1530,"有斐君子, 如切如磋, 如琢如磨.",義
1531,復怒曰後.,賦
1532,"花下小酌, 見吏報申牌徐問公等何官, 押官.",詩
1533,"問 論語曰: “我則異於是, 無可無不可.” 所謂無可者, 是何事也? 無不可者, 亦何事也? 無可無不可之義, 可得詳言歟?",疑
1534,達于上下.,義
1535,禹貢繫夏書.,賦
1536,"使文王孫子, 本宗百世爲天子, 支庶百世爲諸候, 押世.",詩
1537,"問 孟子曰: “存其心, 養其性.” 心與性如何分別, 而於心曰存, 於性曰養, 何歟? 存之養之之功, 可詳言歟? 君子之工, 莫要於存養, 而孟子又拈出養氣二字, 以示學者, 然則氣是性, 外之物而雖非存心氣, 亦可養歟? 若論下工之次第, 何者當先, 何者當後, 何者爲難, 何者爲易歟?",疑
1538,願聞子之志.,賦
1539,"自衛反魯然後雅頌各得其所, 押魯.",詩
1540,示孰朴爲天下先.,賦
1541,"鳳凰梧桐以譬賢者來集, 押鳳.",詩
1542,"問: 中庸誠之一字爲一篇之樞紐, 而始言於鬼神章者有何微意之可言歟, 與後諸章誠字, 同歟, 異歟?",疑
1543,他山之石可以攻玉.,義
1544,"問: 中庸第四章曰“道之不行也, 我知之矣, 愚者不及也, 道之不明也, 我知之矣, 不肖者不及也”, 第十二章曰“夫婦之愚, 可以與知焉, 夫婦之不肖, 可以能行焉”, 聖賢之言若是不同, 何也?",疑
1545,王命卿士南仲太祖太師皇父.,義
1546,仰見明月.,賦
1547,"山高月小, 押高.",詩
1548,每夜心行天之內一周.,賦
1549,"廊廟之下朝廷之中高文大冊用司馬相如, 押文.",詩
1550,"“五畝之宅, 樹之以桑, 五十者可以衣帛矣”, 然則未五十者不得衣其義, 可得聞歟?",疑
1551,十月納禾稼.,義
1552,"問: 中庸曰“喜怒哀樂未發之謂中”, 未發二字, 前聖所未發, 而子思發之也. 然子思所傳者, 道則必非創爲之說, 群聖所言之中, 亦必有略約說出者, 其可歷指而言歟? 何者是未發地頭, 何者是未發工夫歟? 未發之時, 難容言說, 若以爲冥然無覺, 則是昏氣用事不可謂未發也, 若以爲有所知覺, 則已涉思慮, 亦不可謂未發也. 然則如何是未發境界, 而如此之時如何是未發工夫歟? 願聞其說.",疑
1553,天降時兩山川出雲.,義
1554,老人之意不在書.,賦
1555,"西至空_北過_鹿長老往往稱黃帝堯舜之處, 押處.",詩
1556,"聖人之道三千, 獨稱顔子爲好學.",賦
1557,"近思錄首卷載陰陽變化性命之說, 押命.",詩
1558,"問: 中庸之言愼獨, “莫見乎隱, 莫顯乎微”, 大學之言愼獨, 稱“十目所視, 十手所指”. 夫獨者人所不知己所獨知之地, 則必以莫見莫顯所指所視言之者, 何歟? 君子之愼獨, 豈以人己之知不知事跡之微與顯, 或有所間歟?",疑
1559,齊謂文王.,義
1560,"問: 中庸第十六章盛言鬼神之德, 所以兼費隱而言也. 所謂鬼神之爲德, 是以理言歟, 以氣言歟? 若曰以理言, 則鬼神非形而下者歟? 若曰以氣言, 則形而下之鬼神何以能兼費隱歟? 鬼神便是陰陽, 則不曰陰陽而曰鬼神, 亦有其義歟? 朱子云爲德猶言性情, 鬼神之有性情, 亦如人之有性情歟?",疑
1561,"心乎愛矣, 遐不謂矣, 中心藏之, 何日忘之.",義
1562,其功倍於小學而無用.,賦
1563,"聞一善言見一善行, 若決江河沛然莫之能禦, 押善.",詩
1564,使人視大夫退.,賦
1565,"旣服習容觀玉聲乃出, 押聲.",詩
1566,"問: 大學曰“心有所忿_, 則不得其正, 有所恐懼, 則不得其正. 云云”, 又曰“心不在言. 云云”, 上章說有心者之病, 下章說無心者之病, 心一也, 而前後之言不同, 何歟? 上章註曰“四者皆心之用, 而一有不察, 則或不能不失其正”, 下章註曰: “心有不存, 則無以檢其身, 是以君子必察乎此.” 有心無心之間, 其所察之之道, 同歟, 異歟?",疑
1567,"咨汝二十有二人, 欽哉惟時亮天功.",義
1568,"孟子曰“其爲氣也, 配義與道, 無是, _也”, 所謂是者, 指氣歟, 道義歟? 所謂_者, 卽氣_歟, 道義_歟? 先儒或以屬之於氣, 其說不同, 何歟? 下文曰“是集義所生氣則一也”, 或言配或言集者, 是何意也? 上文兼言道義, 下文單言義, 其兼言單言之義, 亦可詳言歟?",疑
1569,會其有極歸其有極.,義
1570,沼上對出王意外.,賦
1571,"江漢詩眞得待世臣之體, 押世.",詩
1572,巴蜀亦關中地.,賦
1573,"過河南見貧民傷水旱發倉粟以賑, 押民.",詩
1574,"問: 中庸首章句“天以陰陽五行, 化生萬物, 氣以成形, 理亦賦焉”, 學者講性命必曰“理氣”, 理氣者果何物而同歟, 異歟? 有先後歟, 無先後歟? 先儒以形而上者謂之道, 形以下者謂之器, 爲理氣之說, 然不曰理氣而曰道器者, 何歟? 又以“一陰一陽之謂道”, “易有太極, 是生兩儀”, 亦爲理氣之說, 然由前之說, 則是理卽氣也, 由後之說, 則是由理而生氣也, 二者之說, 皆出於夫子, 而其旨之不合, 何歟?",疑
1575,歸奇於_以象閏.,義
1576,"問: 中庸曰“誠者, 物之終始, 不誠無物, 是故君子誠之爲貴”, 上中下三誠字, 同歟, 異歟?",疑
1577,朝辨色始入.,義
1578,古之君子必佩玉.,賦
1579,"將修春秋遣子夏求百二十國史書, 押書.",詩
1580,以翼來覆待狗歸.,賦
1581,"宋德隆盛治敎休明於是河南程氏兩夫子出, 押德.",詩
1582,"問: 子曰“假我數年而學易, 可以無大過”, 必也學易而後無過, 則下文所稱子所雅言詩書執禮, 皆未可以無過歟.",疑
1583,"維淸緝熙, 文王之典.",義
1584,"問: 論語浴乎沂風乎舞雩詠而歸, 朱子曰“看其意有鳳凰翔于千_底氣像”, 浴沂風雩之氣象何如而譬於凰翔千_, 凰翔千_之氣象何如而譬諸浴沂舞, 其引譬之氣象可以形容歟.",疑
1585,所謂伊人.,義
1586,計其毫釐而構大厦無進退焉.,賦
1587,"旣成書于上棟日某年某月某建, 押成.",詩
1588,夫子之穡數_.,賦
1589,"登泰山小天下, 押小.",詩
1590,"問: 論語, 子曰“志於道, 據於德, 依於仁, 游於藝”, 集註朱子釋之曰“欲學者, 不失其先後之序, 輕重之倫焉”, 何者是先後之序, 何者是輕重之倫歟?",疑
1591,"商邑翼翼, 四方之極.",義
1592,"問: 論語, 子以“回敎文行忠信”, 又曰“行有餘力, 則以學文”, 德行學文之或在先或在後, 何也? 若論德行文學, 則何者爲先後本末歟?",疑
1593,厥脩乃來.,義
1594,"苑之德致和於上, 夔之樂召和於下.",賦
1595,"精神氣像見於林木之間有方興未艾之象, 押象.",詩
1596,訪于箕子.,賦
1597,"乃言洪範以是道傳武王, 押道.",詩
1598,"論語曰“孝悌也者其爲仁之本歟”, 孝悌是仁中之一事, 而以孝悌爲人之本者, 何歟? 程子曰“爲仁以孝悌爲本”, 論性則以仁爲孝悌之本, 兩仁字亦有同異之可言歟.",疑
1599,六成復綴以崇天子.,義
1600,"問: 子曰“郁郁乎文哉, 吾從周”, 又曰“行夏時乘殷輅”, 聖人於周禮美其文而從之, 則獨於時與輅而從二代之制, 何歟?",疑
1601,我則隨武子乎.,義
1602,每食必飽.,賦
1603,"春詔曰“農者天下大本”, 押本.",詩
1604,"進達之人, 皆不知所由.",賦
1605,"問: 孟子曰“伯夷聖之淸者也, 伊尹聖之任者也, 柳下惠聖之和者也, 孔子聖之時者也”, 然則三子之聖, 孔子之聖, 同歟, 異歟? 旣有曰淸曰任曰和曰時之別, 而同謂之聖, 何歟? 始以三子之聖歷言於孔子之上, 而終以孔子之聖詳言於三子之下, 亦何歟? 諸生講之孰矣. 願聞其說.",疑
1606,人生而靜.,義
1607,"問: 論語曰“子自衛反魯而後樂正雅頌各得其正”, 只言雅頌而不言風者, 何也?",疑
1608,予欲觀古人之象.,義
1609,正次王王次春.,賦
1610,時方省書乃使人知作者意.,詩
1611,其餘則日月至.,賦
1612,"冠帶衣履天下海岱之間斂_往朝, 押往.",詩
1613,"問: 論語曰“或問_之說”, _義之不明已, 自夫子時然矣. 今以經傳所載論之有不王不_之_, 有_嘗之_, 有終王之_, 或祀於_邱, 或祀於明堂, 或祀於太廟, 其同異可言歟? 或者所問是魯禮之_, 則註以爲_於周公之廟, 又引魯之郊_之文, 郊與廟之間, 果指何_, 夫子所答亦指何_, 而治天下之不難, 當可何_而明之歟?",疑
1614,凡人未見聖 若不克見.,義
1615,"問: 中庸曰“喜怒哀樂之未發謂之中, 發而皆中節謂之和”, 所謂未發已發, 卽指何許界地歟? 程子初以爲凡言心者皆指已發, 後日_思卽已發, 其前後所論不同者, 果何故也? 心未嘗無思, 有心則便有思, 若以無所思謂未發, 則無見無聞皆可謂未發地界, 而朱子以爲以無見聞爲未發則不可. 若然則未發已發, 當從何許時節而知其爲發未發歟? 已發之後, 喜怒哀樂之中節可以知之, 而微發前安知其中與不中歟? 願聞其說.",疑
1616,大德不官大道不器.,義
1617,亦不敢不自重.,賦
1618,"其出而筮仕往往取高第多適於世用, 押世.",詩
1619,_摩兩心知.,賦
1620,同乎萬物與造物遊非獨自比於樂天.,詩
1621,"問: 中庸曰“忠恕違道不遠”, 論語曰“夫子之道忠恕而已”, 旣曰違道不遠, 則似非聖人之極致, 而謂以爲夫子之道者, 何歟?",疑
1622,不醉反恥.,義
1623,"問: 顔子曰“仰之彌高, 鑽之彌堅, 瞻之在前, 忽焉在後”, 又曰“雖欲從之, 末由也已”, 顔子之言, 凡爲求道而發也, 欲求聖人之道, 而必以高堅前後爲言, 何歟? 道無方體則曰高曰堅, 果指何物? 道本平實則曰前曰後, 又指何處歟? 然則欲求此道者, 將求之於高堅歟, 抑求之於前後歟? 聖人之道, 卽在於平易明白, 而今其言有涉於玄微晄惚者, 亦何歟? 欲從而未由, 則道終不可求歟? 其所爲說不幾近於求也之劃, 而無或啓學者自棄之心歟? 顔子言此之時, 其工夫造詣在於如愚不愚之時歟, 在於無所不悅之時歟? 夫子之語道, 亦似此氣像處歟?",疑
1624,知知.,義
1625,少年多時時竊籍其名以行.,賦
1626,"是時漢邊軍李廣程不識皆爲名將, 押將.",詩
1627,五岳皆在天子之邦.,賦
1628,"鄭國作渠爲秦建萬世之功, 押据.",詩
1629,"問: 孔子曰“四十不動心”, 不惑不動亦有造詣淺深之可言歟? 雖以聖賢生知安行之姿, 必待四十然後不惑不動, 何歟? 孔子則四十以後有知天命耳順不踰矩之次第, 而不動心後進德之序, 抑有可言者歟?",疑
1630,君子之道_則坊與.,義
1631,"問: 論語曰“行有餘力, 則以學文”, 又云子以曰“敎文行忠臣”, 由前之言則行先於文, 由後之言則文先於行, 聖人敎人之序先後不同, 何歟?",疑
1632,"惟我文考, 若日月之照臨, 光于四方, 顯于西土.",義
1633,"學進則識進, 識進則量進.",賦
1634,"政令問集賢, 典故問東廳, 文學問西廳, 大事自決之. 押事.",詩
1635,"問: 格物致知者, 大學之最初功程也. 夫充塞天地亘徹今古者, 何莫非物之理也? 而今於始敎必使學者, 卽凡天下之物, 而窮格其理以求其極, 則學者或不無泥於言而不得其旨. 徒欲泛觀萬物之理, 則其弊也必至於窮高極廣而不知所止, 流蕩不法而不得其止. 捨却切己之工, 而馳心闊遠之域, 則何由而成知止之功, 而程子遊騎出太遠之譏, 不幾近之耶? 然則所格者何物? 而大學之工, 必先格物者, 果何意歟? 欲致吾之知, 莫不因其已知之理而益窮之, 則所謂已知之理者, 與孟子所稱良知, 同歟? 如曰不同也, 則初學所已知之知, 非良知, 而別有何等已知之理歟? 如曰同也, 則其與王守仁致良知之說, 又何以別之乎? 然則所致者, 何知? 而致知之工, 必在格物者, 又何故歟? 王氏主張致良知之論, 卒爲異端之歸, 大爲吾道患同一致知, 而儒禪邪正之所由分者, 亦何得以歷指而詳言歟?",疑
1636,"王者, _其祖之所自出.",義
1637,得書多與漢朝等.,賦
1638,"按公玉帶黃帝圖本, 作明堂於奉高汶上. 押堂.",詩
1639,"問: 子曰: ""鳳鳥不至, 河不出圖, 吾已矣夫."" 鳳不至, 河不出, 則天意可知, 而夫子轍環, 天下者何歟? 若使鳳至圖出, 可以行道歟? 西狩獲麟, 麟亦聖人之瑞, 而夫子之不得行道者, 何歟?",疑
1640,月生於西.,義
1641,賓出奏_.,賦
1642,"不以管絃亂人聲, 猶古淸廟之歌. 押古.",詩
1643,"問: 中庸曰: ""自誠明, 謂之性, 自明誠, 謂之敎."" 學者之由敎以入者, 固可以着得自字, 而聖人之德, 無不實明, 無不照合, 下兩盡字, 亦可言自耶? 若曰兩自字煞有輕重, 則輕重之間, 何不分開下語, 而一例混稱耶? 若曰由誠明有性之名, 非由此至彼之謂云爾, 則細玩下文誠則明矣. 語意却似不然, 章句所云此自誠而明者之事, 亦可見矣. 立言之義, 其可指言歟? 誠者, 卽中庸一部之樞杻也. 上章言行之一者, 是也. 一者, 無對之辭也, 則此必以明與誠對擧互言又何哉? 兩誠字兩明字, 亦各有同異淺深之可言歟? 自誠明之性, 與天命之性, 同耶? 或有可以分言歟? 旣曰敎則必有工夫欲自明誠之工夫, 則當於何致力? 願聞其說.",疑
1644,如新受賜.,義
1645,"寧以__二_曰, 明_.",賦
1646,"作生民詩, 推本始生之祥, 明其受命於天.",詩
1647,"問: 孟子曰: ""形色, 性也. 惟聖人然後, 可以踐形."" 形色是氣質也, 而孟子以爲天性, 何歟? 此與天命之性性善之性, 同是本然之性, 而無兼氣質之意歟? 若是本然之性, 則自堯舜至於塗人, 一也. 今言惟聖人然後踐形, 然則天性亦有聖凡之不同歟? 抑形色之外, 別有氣質之不齊歟?",疑
1648,如松栢之茂,義
1649,"吾馬之齒, 亦已長.",賦
1650,"會漢七年十月, 長樂宮成. 押會.",詩
1651,"子思曰: ""仲尼祖述堯舜, 憲章文武."" 其所以祖述憲章者, 何事歟? 於堯舜, 言祖述不言憲章, 於文武, 言憲章不言祖述者, 抑何意歟? 四聖人之外, 抑無他聖之可言歟?",疑
1652,"文王孫子, 本支百世, 凡周之士, 不顯亦世. 詩義.",義
1653,君子有孝子.,賦
1654,"代華封人, 請祝聖人. 押聖.",詩
1655,"問: 中庸曰: ""好學近乎知, 力行近乎仁, 知恥近乎勇."" 此固學者, 入德之事, 而論語曰: ""知者不惑, 仁者不憂, 勇者不懼."" 其立言之旨, 亦有同異之可言歟? 朱子釋之曰: ""成德, 以仁爲先, 進學, 以知爲先."" 此誠而明, 明而誠也. 然則不惑不憂不懼, 與好學力行知恥, 當幷屬之誠而明歟? 或分屬之明而誠歟? 若以四端而言, 則仁居知先, 若以八條而言, 則言知而不言仁, 若以孟子所云勇之大小而言, 則又不兼言知仁, 似與三達德幷論者有異, 抑有旨義歟? 各有所主而然歟?",疑
1656,曲成萬物而不遠. 易義.,義
1657,"問文吏, 必於儒者.",賦
1658,"以經術潤飾吏事, 天子器之. 押器.",詩
